employee_id,status,risk_level,attrition_probability,root_cause_status,recommendation,simulated_delta_pp,requires_human_decision,evidence,actionable_features,contextual_features,memory_notes,unresolved_objections,tool_calls
EMP1030,APPROVED_FOR_REVIEW,Medium,0.5925,EXPLAINED,Review team environment and working conditions,-15.55,True,"Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",EnvironmentSatisfaction | StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,7
EMP555,APPROVED_FOR_REVIEW,Medium,0.5894,EXPLAINED,Assign clear ownership of a meaningful workstream,-14.77,True,"Business travel frequency is 2 vs cohort mean 1.1 (81st percentile, worst 19% of the cohort), contributing +1.18 to the risk logit. | Job involvement is 1 vs cohort mean 2.66 (0th percentile, the worst in the cohort), contributing +0.98 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",JobInvolvement,BusinessTravel_freq | JobLevel,"Job involvement is confirmed for only 6% of the cohort reviewed so far — this is specific to this employee. | Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,7
EMP556,APPROVED_FOR_REVIEW,Medium,0.5848,EXPLAINED,Review workload and reduce overtime,-43.4,True,"Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit. | Business travel frequency is 2 vs cohort mean 1.1 (81st percentile, worst 19% of the cohort), contributing +1.18 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",OverTime_flag,BusinessTravel_freq | JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,6
EMP1055,APPROVED_FOR_REVIEW,Medium,0.5844,EXPLAINED,Review workload and reduce overtime,-43.39,True,"Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",OverTime_flag,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,5
EMP593,APPROVED_FOR_REVIEW,Medium,0.5842,EXPLAINED,Review compensation and equity package,-14.14,True,"Business travel frequency is 2 vs cohort mean 1.1 (81st percentile, worst 19% of the cohort), contributing +1.18 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",StockOptionLevel,BusinessTravel_freq | JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,6
EMP1219,APPROVED_FOR_REVIEW,Medium,0.5769,EXPLAINED,Assign an onboarding mentor,-22.8,True,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Relationship satisfaction is 1 vs cohort mean 2.77 (0th percentile, the worst in the cohort), contributing +0.60 to the risk logit. | Work-life balance is 1 vs cohort mean 2.75 (0th percentile, the worst in the cohort), contributing +0.53 to the risk logit. | Commute distance is 17 vs cohort mean 9.1 (80th percentile, worst 20% of the cohort), contributing +0.44 to the risk logit.",RelationshipSatisfaction | WorkLifeBalance,JobLevel | DistanceFromHome,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Work-life balance is confirmed for only 5% of the cohort reviewed so far — this is specific to this employee.",,9
EMP1733,APPROVED_FOR_REVIEW,Medium,0.5731,EXPLAINED,Review workload and reduce overtime,-42.84,True,"Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit. | Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit. | Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit.",OverTime_flag | JobSatisfaction | EnvironmentSatisfaction,,,,9
EMP1481,APPROVED_FOR_REVIEW,Medium,0.5715,EXPLAINED,Review team environment and working conditions,-15.56,True,"Business travel frequency is 2 vs cohort mean 1.1 (81st percentile, worst 19% of the cohort), contributing +1.18 to the risk logit. | Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit.",EnvironmentSatisfaction,BusinessTravel_freq,,,5
EMP720,APPROVED_FOR_REVIEW,Medium,0.5661,EXPLAINED,Assign an onboarding mentor,-22.71,True,"Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit. | Relationship satisfaction is 1 vs cohort mean 2.77 (0th percentile, the worst in the cohort), contributing +0.60 to the risk logit. | Previous employers is 9 vs cohort mean 3.16 (96th percentile, worst 4% of the cohort), contributing +0.42 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",EnvironmentSatisfaction | RelationshipSatisfaction | StockOptionLevel,NumCompaniesWorked,"Previous employers is confirmed for only 4% of the cohort reviewed so far — this is specific to this employee. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,10
EMP1856,APPROVED_FOR_REVIEW,Medium,0.5652,EXPLAINED,Review team environment and working conditions,-15.55,True,"Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",EnvironmentSatisfaction | StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,7
EMP155,APPROVED_FOR_REVIEW,Medium,0.5624,EXPLAINED,Assign an onboarding mentor,-22.68,True,"Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Relationship satisfaction is 1 vs cohort mean 2.77 (0th percentile, the worst in the cohort), contributing +0.60 to the risk logit.",EnvironmentSatisfaction | RelationshipSatisfaction,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,8
EMP65,APPROVED_FOR_REVIEW,Medium,0.5613,EXPLAINED,Review workload and reduce overtime,-42.24,True,"Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",OverTime_flag | StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,7
EMP811,APPROVED_FOR_REVIEW,Medium,0.5591,EXPLAINED,Review workload and reduce overtime,-42.13,True,"Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit. | Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",OverTime_flag | JobSatisfaction,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,8
EMP732,APPROVED_FOR_REVIEW,Medium,0.5558,EXPLAINED,Review team environment and working conditions,-15.53,True,"Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit. | Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",EnvironmentSatisfaction | JobSatisfaction | StockOptionLevel,,"Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,9
EMP591,APPROVED_FOR_REVIEW,Medium,0.5549,EXPLAINED,Review team environment and working conditions,-15.53,True,"Business travel frequency is 2 vs cohort mean 1.1 (81st percentile, worst 19% of the cohort), contributing +1.18 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Environment satisfaction is 2 vs cohort mean 2.69 (21st percentile, worst 21% of the cohort), contributing +0.43 to the risk logit.",EnvironmentSatisfaction,BusinessTravel_freq | JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,6
EMP1052,APPROVED_FOR_REVIEW,Medium,0.5497,EXPLAINED,Review team environment and working conditions,-15.51,True,"Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit.",EnvironmentSatisfaction,,,,4
EMP1746,APPROVED_FOR_REVIEW,Medium,0.5447,EXPLAINED,Review team environment and working conditions,-15.49,True,"Business travel frequency is 2 vs cohort mean 1.1 (81st percentile, worst 19% of the cohort), contributing +1.18 to the risk logit. | Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit.",EnvironmentSatisfaction,BusinessTravel_freq | JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual.",,6
EMP2021,APPROVED_FOR_REVIEW,Medium,0.5444,EXPLAINED,Review workload and reduce overtime,-41.35,True,"Working overtime is 1 vs cohort mean 0.3 (70th percentile, worst 30% of the cohort), contributing +1.21 to the risk logit. | Job satisfaction is 1 vs cohort mean 2.76 (0th percentile, the worst in the cohort), contributing +0.83 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",OverTime_flag | JobSatisfaction | StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,10
EMP1581,APPROVED_FOR_REVIEW,Medium,0.5404,EXPLAINED,Assign an onboarding mentor,-22.43,True,"Environment satisfaction is 1 vs cohort mean 2.69 (0th percentile, the worst in the cohort), contributing +1.06 to the risk logit. | Job level is 1 vs cohort mean 1.6 (0th percentile, the worst in the cohort), contributing +0.73 to the risk logit. | Relationship satisfaction is 1 vs cohort mean 2.77 (0th percentile, the worst in the cohort), contributing +0.60 to the risk logit. | Stock option level is 0 vs cohort mean 0.7 (0th percentile, the worst in the cohort), contributing +0.40 to the risk logit.",EnvironmentSatisfaction | RelationshipSatisfaction | StockOptionLevel,JobLevel,"Job level is a confirmed driver for 63% of the cohort reviewed so far, so it describes the environment more than this individual. | Stock option level is a confirmed driver for 41% of the cohort reviewed so far, so it describes the environment more than this individual.",,10
